factor,cell_type,sign,gene,loading
2,Excitatory,1.0,CDK9,10.77463598466305
2,Excitatory,1.0,CCDC13,10.744511712357788
2,Excitatory,1.0,CCDC97,10.742248407338852
2,Excitatory,1.0,CHGA,10.704743532299636
2,Excitatory,1.0,IRS1,10.688293493245808
2,Excitatory,1.0,ATRX,10.687072311340295
2,Excitatory,1.0,GPANK1,10.639171309300743
2,Excitatory,1.0,ESRRG,10.592023699377432
2,Excitatory,1.0,ARHGAP11A,10.5860861260705
2,Excitatory,-1.0,C6orf118,-0.007959736050084256
2,Excitatory,-1.0,PPDPF,-0.013274523816604168
2,Excitatory,-1.0,MDN1,-0.043378317137172336
2,Excitatory,-1.0,SLX4,-0.06758441595196776
2,Excitatory,-1.0,ZDHHC8,-0.09219493035585004
2,Excitatory,-1.0,N4BP2L1,-0.09541078963867541
2,Excitatory,-1.0,SEC62,-0.0954107896386867
2,Excitatory,-1.0,PTPDC1,-0.09541078963868738
2,Excitatory,-1.0,PMEPA1,-0.09541078963868739
2,Excitatory,-1.0,RPS6KA5,-0.0954107896386889
2,Excitatory,-1.0,PFKP,-0.09541078963868993
2,Excitatory,-1.0,NID1,-0.09541078963869135
2,Excitatory,-1.0,RIMS2,-0.09541078963869341
2,Excitatory,-1.0,PAQR3,-0.09541078963869375
2,Excitatory,-1.0,MXD3,-0.09541078963869569
2,Excitatory,-1.0,PKD2L2,-0.09541078963869588
2,Excitatory,-1.0,PLB1,-0.09541078963869634
2,Excitatory,-1.0,POGZ,-0.09541078963869715
2,Excitatory,-1.0,PRCP,-0.09541078963869717
2,Excitatory,-1.0,NICN1,-0.09541078963869812
2,Excitatory,-1.0,RRP9,-0.0954107896386983
2,Excitatory,-1.0,PLD5,-0.09541078963869883
2,Excitatory,-1.0,PLXNB2,-0.09541078963869884
2,Excitatory,-1.0,RASSF8,-0.09541078963869902
2,Excitatory,-1.0,PCDHB16,-0.09541078963869909
2,Excitatory,-1.0,OXNAD1,-0.09541078963869974
2,Excitatory,-1.0,PLEKHF1,-0.09541078963869981
2,Excitatory,-1.0,MSI1,-0.09541078963870094
2,Excitatory,-1.0,RPS27L,-0.09541078963870098
2,Excitatory,-1.0,SDCBP,-0.09541078963870114
2,Inhibitory,1.0,DMKN,12.596976433464386
2,Inhibitory,1.0,IMP3,12.482413218564037
2,Inhibitory,1.0,ARHGAP12,12.153029815133275
2,Inhibitory,1.0,COLEC12,12.096915564398168
2,Inhibitory,1.0,C10orf67,11.641575445608318
2,Inhibitory,1.0,CDHR3,11.384389118870939
2,Inhibitory,1.0,BTG1,11.010083127630924
2,Inhibitory,1.0,E2F5,10.716586629658902
2,Inhibitory,1.0,CIAPIN1,10.239484745269614
2,Inhibitory,1.0,CHKA,9.969743201041895
2,Inhibitory,1.0,CYB5B,9.665892672853852
2,Inhibitory,1.0,CDH12,9.445780708507868
2,Inhibitory,1.0,RBM17,9.383353219981514
2,Inhibitory,1.0,DLC1,9.31564375705923
2,Inhibitory,1.0,ARRDC4,9.285419138533895
2,Inhibitory,1.0,CCSAP,9.166265548465358
2,Inhibitory,1.0,CERCAM,9.13710252629534
2,Inhibitory,1.0,ITGA8,9.109098910738277
2,Inhibitory,1.0,ARSG,8.997852680485748
2,Inhibitory,1.0,ANKRD12,8.991240833129938
2,Inhibitory,1.0,DDX31,8.963584335232333
2,Inhibitory,1.0,CREBL2,8.951986443299148
2,Inhibitory,1.0,AP5M1,8.905886157562357
2,Inhibitory,1.0,ARHGAP17,8.825764584469335
2,Inhibitory,1.0,KCNAB3,8.653168143759528
2,Inhibitory,1.0,AOC3,8.494082744157707
2,Inhibitory,1.0,FAM200A,8.408147962734155
2,Inhibitory,1.0,MED13L,8.403669063374334
2,Inhibitory,1.0,MAF,8.342059323396683
2,Inhibitory,1.0,ANKRD29,8.33144405832206
2,Inhibitory,-1.0,FAM171A1,-0.02313547033496258
2,Inhibitory,-1.0,PCDH20,-0.025875262529204246
2,Inhibitory,-1.0,SHC4,-0.08080447744514327
2,Inhibitory,-1.0,MCOLN1,-0.10692584957586339
2,Inhibitory,-1.0,AARSD1,-0.11950486521697662
2,Inhibitory,-1.0,OSTF1,-0.11978303677953185
2,Inhibitory,-1.0,LRCH4,-0.12642275230491598
2,Inhibitory,-1.0,MROH7,-0.12965751870364806
2,Inhibitory,-1.0,PNPLA3,-0.1407088645810048
2,Inhibitory,-1.0,SMIM3,-0.17173065827761302
2,Inhibitory,-1.0,FAM229A,-0.20714462011425894
2,Inhibitory,-1.0,SPNS3,-0.236074246741578
2,Inhibitory,-1.0,GFRA3,-0.24644779333914954
2,Inhibitory,-1.0,WDR75,-0.2557075937273823
2,Inhibitory,-1.0,VEGFC,-0.2599675504230157
2,Inhibitory,-1.0,SLC1A1,-0.2707062499154786
2,Inhibitory,-1.0,FERMT2,-0.2732007165894
2,Inhibitory,-1.0,TUBD1,-0.27345077358823494
2,Inhibitory,-1.0,ZBBX,-0.27345077358823955
2,Inhibitory,-1.0,TMEM132C,-0.27345077358824194
2,Inhibitory,-1.0,ZCCHC9,-0.2734507735882422
2,Inhibitory,-1.0,UNC5A,-0.27345077358824277
2,Inhibitory,-1.0,ZC3H8,-0.27345077358824416
2,Inhibitory,-1.0,SORT1,-0.27345077358824527
2,Inhibitory,-1.0,TF,-0.2734507735882454
2,Inhibitory,-1.0,SLC44A1,-0.2734507735882455
2,Inhibitory,-1.0,SVOP,-0.2734507735882455
2,Inhibitory,-1.0,YAP1,-0.2734507735882458
2,Inhibitory,-1.0,ZNF280B,-0.2734507735882459
2,Inhibitory,-1.0,SLU7,-0.27345077358824593
2,Microglia-PVM,1.0,ERGIC2,7.093340001202512
2,Microglia-PVM,1.0,KIF13B,6.144138122330015
2,Microglia-PVM,1.0,ZFAND6,6.1251827302664585
2,Microglia-PVM,1.0,KCNAB3,5.389053815662145
2,Microglia-PVM,1.0,LAMA5,5.250189458763622
2,Microglia-PVM,1.0,GPR4,5.154757159036428
2,Microglia-PVM,1.0,RGMB,5.061599307588449
2,Microglia-PVM,1.0,HAVCR2,5.0346656074210605
2,Microglia-PVM,1.0,PTPDC1,4.817610095130763
2,Microglia-PVM,1.0,TRIO,4.787125637836984
2,Microglia-PVM,1.0,MYADM,4.775892907830463
2,Microglia-PVM,1.0,VEGFB,4.59343110526852
2,Microglia-PVM,1.0,FIBIN,4.51772784014011
2,Microglia-PVM,1.0,CCDC186,4.50367107262928
2,Microglia-PVM,1.0,TRAF2,4.413105692923932
2,Microglia-PVM,1.0,CARMIL1,4.286931387673274
2,Microglia-PVM,1.0,GALNT16,4.2447406183765315
2,Microglia-PVM,1.0,UBXN7,4.052632902030532
2,Microglia-PVM,1.0,PPEF1,3.8193533664016863
2,Microglia-PVM,1.0,TXNRD1,3.816591620723193
2,Microglia-PVM,1.0,SEC62,3.65956929948405
2,Microglia-PVM,1.0,SLCO1A2,3.4746089424659785
2,Microglia-PVM,1.0,TMEM63A,3.4614325931108776
2,Microglia-PVM,1.0,TST,3.3810406270060054
2,Microglia-PVM,1.0,ZNF718,3.209748419223576
2,Microglia-PVM,1.0,MCM6,3.2071899290010673
2,Microglia-PVM,1.0,ABITRAM,3.190716773880835
2,Microglia-PVM,1.0,REXO5,3.18607961789236
2,Microglia-PVM,1.0,MFSD4B,3.1713261335669465
2,Microglia-PVM,1.0,COG4,3.162458258385281
2,Microglia-PVM,-1.0,LRRC8B,-0.0049572802382745395
2,Microglia-PVM,-1.0,DNTTIP1,-0.008551111903857505
2,Microglia-PVM,-1.0,RSPH1,-0.017911161542611305
2,Microglia-PVM,-1.0,PHF12,-0.017911161542624215
2,Microglia-PVM,-1.0,PLCB4,-0.01791116154262521
2,Microglia-PVM,-1.0,NOL3,-0.017911161542627813
2,Microglia-PVM,-1.0,MMD,-0.01791116154263156
2,Microglia-PVM,-1.0,PRCP,-0.01791116154263197
2,Microglia-PVM,-1.0,SEC16A,-0.017911161542633208
2,Microglia-PVM,-1.0,PLAG1,-0.01791116154263354
2,Microglia-PVM,-1.0,PIGK,-0.017911161542633704
2,Microglia-PVM,-1.0,SEC11A,-0.017911161542634894
2,Microglia-PVM,-1.0,NEMP1,-0.01791116154263703
2,Microglia-PVM,-1.0,MN1,-0.017911161542637853
2,Microglia-PVM,-1.0,RASSF4,-0.017911161542638495
2,Microglia-PVM,-1.0,MRTO4,-0.01791116154263875
2,Microglia-PVM,-1.0,PLPP6,-0.01791116154263923
2,Microglia-PVM,-1.0,MYOM1,-0.017911161542639532
2,Microglia-PVM,-1.0,PRX,-0.017911161542639782
2,Microglia-PVM,-1.0,SDC1,-0.017911161542640018
2,Microglia-PVM,-1.0,RTF2,-0.017911161542640358
2,Microglia-PVM,-1.0,RASL11A,-0.017911161542641295
2,Microglia-PVM,-1.0,PIN4,-0.017911161542641395
2,Microglia-PVM,-1.0,RAPGEF2,-0.017911161542641687
2,Microglia-PVM,-1.0,NONO,-0.0179111615426417
2,Microglia-PVM,-1.0,MRPL2,-0.017911161542641975
2,Microglia-PVM,-1.0,RABL2B,-0.01791116154264198
2,Microglia-PVM,-1.0,RAD23B,-0.017911161542642003
2,Microglia-PVM,-1.0,MSL2,-0.017911161542642412
2,Microglia-PVM,-1.0,SCRG1,-0.01791116154264289
2,OPC,1.0,KLHL2,7.071686958979419
2,OPC,1.0,MAGEC3,6.57412764656134
2,OPC,1.0,MFSD10,6.246334070138248
2,OPC,1.0,METTL21A,6.123125736334223
2,OPC,1.0,HIGD1C,5.821366057166162
2,OPC,1.0,PCDHB10,5.273493190603248
2,OPC,1.0,GLIPR1L2,5.12168525426544
2,OPC,1.0,ZFAND6,4.552240708820023
2,OPC,1.0,CRHR1,4.426215114557099
2,OPC,1.0,GTDC1,4.388762616018506
2,OPC,1.0,REN,4.269529293570331
2,OPC,1.0,PIGK,4.180011533022058
2,OPC,1.0,SYCP3,3.9611470062239964
2,OPC,1.0,ZC3H6,3.8506341399714588
2,OPC,1.0,KCNAB3,3.8105477420704545
2,OPC,1.0,COPE,3.6423647637899523
2,OPC,1.0,CORO1C,3.473600641489656
2,OPC,1.0,FYCO1,3.467138526074424
2,OPC,1.0,ANGEL2,3.357634843815406
2,OPC,1.0,ZNF653,3.21324627971998
2,OPC,1.0,CLDN7,3.1579474385282333
2,OPC,1.0,PIK3IP1,3.11169131653873
2,OPC,1.0,KATNBL1,3.0998752949179633
2,OPC,1.0,KCNQ3,3.0541245338507377
2,OPC,1.0,SEMA5B,3.0211034394543095
2,OPC,1.0,SPAG1,2.9946130126963433
2,OPC,1.0,DCDC2,2.9793935940375964
2,OPC,1.0,BRCA1,2.95446763718445
2,OPC,1.0,SSTR2,2.9337701073009237
2,OPC,1.0,EIF4G3,2.92749273283434
2,OPC,-1.0,TNNI3K,-0.0009528092813675
2,OPC,-1.0,STIM2,-0.0009528092813681632
2,OPC,-1.0,SERHL2,-0.0009528092813767185
2,OPC,-1.0,TM4SF19,-0.0009528092813795866
2,OPC,-1.0,UBE3B,-0.0009528092813799654
2,OPC,-1.0,TCTN1,-0.0009528092813821169
2,OPC,-1.0,SH2D5,-0.0009528092813833347
2,OPC,-1.0,SURF6,-0.0009528092813834901
2,OPC,-1.0,SMTNL1,-0.0009528092813843436
2,OPC,-1.0,VEGFB,-0.000952809281384411
2,OPC,-1.0,UNC5C,-0.0009528092813845375
2,OPC,-1.0,TMEM63A,-0.0009528092813851926
2,OPC,-1.0,TMEM53,-0.0009528092813854624
2,OPC,-1.0,ZNF572,-0.0009528092813859983
2,OPC,-1.0,UBXN8,-0.0009528092813889857
2,OPC,-1.0,UBA3,-0.0009528092813890462
2,OPC,-1.0,SLC6A6,-0.0009528092813891659
2,OPC,-1.0,SLC4A7,-0.0009528092813893025
2,OPC,-1.0,TTLL7,-0.0009528092813894844
2,OPC,-1.0,UNC5A,-0.0009528092813898712
2,OPC,-1.0,ZNF718,-0.0009528092813899164
2,OPC,-1.0,ZMYND10,-0.0009528092813900762
2,OPC,-1.0,ZNF337,-0.0009528092813900881
2,OPC,-1.0,TMEM127,-0.0009528092813903742
2,OPC,-1.0,TAFA3,-0.0009528092813906238
2,OPC,-1.0,TMEM14C,-0.0009528092813906997
2,OPC,-1.0,TCF15,-0.0009528092813908042
2,OPC,-1.0,SPECC1,-0.0009528092813911021
2,OPC,-1.0,SF3B3,-0.0009528092813919221
2,OPC,-1.0,TUT1,-0.0009528092813924307
2,Oligodendrocyte,1.0,MAN1C1,11.143137324173246
2,Oligodendrocyte,1.0,ITGA10,10.86558191919108
2,Oligodendrocyte,1.0,ITIH4,9.830165162020197
2,Oligodendrocyte,1.0,EXTL3,9.274620616731362
2,Oligodendrocyte,1.0,PAQR3,9.144464374724508
2,Oligodendrocyte,1.0,ENOX1,9.077861839389708
2,Oligodendrocyte,1.0,KIAA1958,8.813754830695235
2,Oligodendrocyte,1.0,ENPP4,8.773514922170797
2,Oligodendrocyte,1.0,FMN2,8.483179026486766
2,Oligodendrocyte,1.0,KMT2E,8.311785339129427
2,Oligodendrocyte,1.0,POLR2H,8.266026427788146
2,Oligodendrocyte,1.0,KCNIP4,8.25818983245062
2,Oligodendrocyte,1.0,PCNA,8.221436206744071
2,Oligodendrocyte,1.0,PGAP2,8.125210547232633
2,Oligodendrocyte,1.0,PKD2L2,8.06933019035573
2,Oligodendrocyte,1.0,EPHB2,8.031970473375628
2,Oligodendrocyte,1.0,RAI1,8.026805198883158
2,Oligodendrocyte,1.0,KHDRBS2,7.886653399334053
2,Oligodendrocyte,1.0,PCED1B,7.783497929300206
2,Oligodendrocyte,1.0,CLUL1,7.771641662580983
2,Oligodendrocyte,1.0,ANKRD6,7.709315393932304
2,Oligodendrocyte,1.0,NAP1L4,7.6888624506356065
2,Oligodendrocyte,1.0,REV3L,7.597818853858559
2,Oligodendrocyte,1.0,GFI1B,7.588148930290823
2,Oligodendrocyte,1.0,RSAD2,7.502203570989642
2,Oligodendrocyte,1.0,RASSF8,7.451607984945644
2,Oligodendrocyte,1.0,RPS27L,7.370113268353939
2,Oligodendrocyte,1.0,MAF,7.3086328491860195
2,Oligodendrocyte,1.0,GOLPH3,7.232340094412423
2,Oligodendrocyte,1.0,MFSD3,7.2024169469525985
2,Oligodendrocyte,-1.0,CD24,-0.019859837340806687
2,Oligodendrocyte,-1.0,UST,-0.024899068637689516
2,Oligodendrocyte,-1.0,MED13,-0.04667375850768296
2,Oligodendrocyte,-1.0,BCAS1,-0.09959605905039992
2,Oligodendrocyte,-1.0,LILRB4,-0.10138650807092286
2,Oligodendrocyte,-1.0,CHST2,-0.10488141489023978
2,Oligodendrocyte,-1.0,TRAPPC6A,-0.119635334820482
2,Oligodendrocyte,-1.0,PTCD2,-0.12553838657634486
2,Oligodendrocyte,-1.0,MXRA5,-0.1403983031430784
2,Oligodendrocyte,-1.0,PDIA3,-0.14039830314308469
2,Oligodendrocyte,-1.0,PON2,-0.14039830314308716
2,Oligodendrocyte,-1.0,RIC1,-0.1403983031430876
2,Oligodendrocyte,-1.0,NRAP,-0.14039830314309043
2,Oligodendrocyte,-1.0,PPA1,-0.14039830314309099
2,Oligodendrocyte,-1.0,PIN4,-0.1403983031430931
2,Oligodendrocyte,-1.0,RPS6KA5,-0.14039830314309323
2,Oligodendrocyte,-1.0,NFKB1,-0.1403983031430935
2,Oligodendrocyte,-1.0,NPAS3,-0.14039830314309432
2,Oligodendrocyte,-1.0,MYB,-0.14039830314309554
2,Oligodendrocyte,-1.0,MRPL39,-0.14039830314309626
2,Oligodendrocyte,-1.0,NR3C1,-0.14039830314309631
2,Oligodendrocyte,-1.0,MTFR2,-0.14039830314309654
2,Oligodendrocyte,-1.0,NEDD9,-0.14039830314309718
2,Oligodendrocyte,-1.0,NBN,-0.1403983031430973
2,Oligodendrocyte,-1.0,RAPGEF6,-0.14039830314309734
2,Oligodendrocyte,-1.0,PTPDC1,-0.14039830314309742
2,Oligodendrocyte,-1.0,SAP30BP,-0.14039830314309798
2,Oligodendrocyte,-1.0,PRKCH,-0.1403983031430984
2,Oligodendrocyte,-1.0,NKAPD1,-0.14039830314309856
2,Oligodendrocyte,-1.0,MRPS25,-0.1403983031430987
3,Astrocyte,1.0,ENAH,12.670810797381996
3,Astrocyte,1.0,FAM47E,11.692723637026772
3,Astrocyte,1.0,EIPR1,9.95334214059785
3,Astrocyte,1.0,EML3,9.884336961605797
3,Astrocyte,1.0,LGMN,9.795745006992753
3,Astrocyte,1.0,FBP2,9.751533628794503
3,Astrocyte,1.0,OTUD3,9.700772647047037
3,Astrocyte,1.0,MAP2K4,9.697135001320225
3,Astrocyte,1.0,FAHD2A,9.658058774337247
3,Astrocyte,1.0,FZD3,9.325918504309037
3,Astrocyte,1.0,KCNA5,9.20815957753502
3,Astrocyte,1.0,PRKAG1,8.778013223885038
3,Astrocyte,1.0,NEMP1,8.676822531044973
3,Astrocyte,1.0,SEMA4B,8.626168121353158
3,Astrocyte,1.0,GDAP1,8.583143872206051
3,Astrocyte,1.0,RAB39A,8.548333141959207
3,Astrocyte,1.0,PON2,8.528015303280936
3,Astrocyte,1.0,MGST3,8.520269558369204
3,Astrocyte,1.0,PCDHGC4,8.376376783048155
3,Astrocyte,1.0,HSP90B1,8.325244580384513
3,Astrocyte,1.0,MOB3A,8.246882469237724
3,Astrocyte,1.0,TMEM44,8.230610609031613
3,Astrocyte,1.0,PPP2R2B,8.222083206643878
3,Astrocyte,1.0,SAMD4B,8.198651626530452
3,Astrocyte,1.0,NPL,8.15763910584533
3,Astrocyte,1.0,LRP8,8.116836193467469
3,Astrocyte,1.0,MGAT3,8.08310524217396
3,Astrocyte,1.0,LSM14B,7.944069799212631
3,Astrocyte,1.0,MPRIP,7.919191428977698
3,Astrocyte,1.0,ESRRG,7.881486547332719
3,Astrocyte,-1.0,ZFAND5,-0.0035917227606865974
3,Astrocyte,-1.0,C3orf70,-0.01379367441125476
3,Astrocyte,-1.0,PAFAH2,-0.03516982475254661
3,Astrocyte,-1.0,SSBP1,-0.04832342685791932
3,Astrocyte,-1.0,PPP1R7,-0.04845035215407798
3,Astrocyte,-1.0,CDO1,-0.04994480569505655
3,Astrocyte,-1.0,RSPH3,-0.051228864773953976
3,Astrocyte,-1.0,MLF1,-0.06650137770976777
3,Astrocyte,-1.0,MPST,-0.06650137770977492
3,Astrocyte,-1.0,NTN5,-0.06650137770977906
3,Astrocyte,-1.0,RNF4,-0.0665013777097825
3,Astrocyte,-1.0,RRH,-0.06650137770978315
3,Astrocyte,-1.0,PCDHB10,-0.06650137770978319
3,Astrocyte,-1.0,SEC11A,-0.06650137770978352
3,Astrocyte,-1.0,QDPR,-0.06650137770978376
3,Astrocyte,-1.0,MTMR10,-0.06650137770978394
3,Astrocyte,-1.0,PTPN3,-0.06650137770978538
3,Astrocyte,-1.0,MRPS10,-0.06650137770978597
3,Astrocyte,-1.0,NYNRIN,-0.06650137770978608
3,Astrocyte,-1.0,PRKACB,-0.06650137770978676
3,Astrocyte,-1.0,RBMX,-0.06650137770978728
3,Astrocyte,-1.0,NR2C2,-0.0665013777097876
3,Astrocyte,-1.0,MSMO1,-0.06650137770978783
3,Astrocyte,-1.0,RAPGEF2,-0.0665013777097884
3,Astrocyte,-1.0,NIPBL,-0.06650137770978859
3,Astrocyte,-1.0,SCGN,-0.06650137770978866
3,Astrocyte,-1.0,S100Z,-0.06650137770978899
3,Astrocyte,-1.0,PODXL,-0.06650137770978946
3,Astrocyte,-1.0,PTPN4,-0.06650137770978981
3,Astrocyte,-1.0,RSPO2,-0.06650137770979
3,Endothelial,1.0,MESP2,6.333728094931343
3,Endothelial,1.0,GOLGA5,6.215656141870494
3,Endothelial,1.0,PTGDS,5.794144628108531
3,Endothelial,1.0,MAN2A1,4.947829042650948
3,Endothelial,1.0,CHURC1,4.630226180070235
3,Endothelial,1.0,CD247,3.9984737547947238
3,Endothelial,1.0,IFT27,3.900348571606105
3,Endothelial,1.0,LURAP1,3.7033385998691144
3,Endothelial,1.0,UBE2B,3.648728911590081
3,Endothelial,1.0,SCGN,3.632538779345412
3,Endothelial,1.0,EGLN3,3.5265865395160825
3,Endothelial,1.0,TRRAP,3.4981631701881155
3,Endothelial,1.0,ZNF445,3.3808291008353706
3,Endothelial,1.0,MAP2K4,3.343609771313542
3,Endothelial,1.0,TATDN1,3.2201639384355554
3,Endothelial,1.0,ZBED5,3.070902488153018
3,Endothelial,1.0,NPL,3.0435810429827486
3,Endothelial,1.0,NHSL2,3.013557686559497
3,Endothelial,1.0,UBR5,2.8565303237270343
3,Endothelial,1.0,RBFA,2.7715971039267546
3,Endothelial,1.0,RRH,2.713861228570082
3,Endothelial,1.0,TCAF1,2.631603582405838
3,Endothelial,1.0,MANF,2.5467267578636594
3,Endothelial,1.0,ANXA6,2.5212362782645807
3,Endothelial,1.0,B3GNT2,2.5144026548748237
3,Endothelial,1.0,DDIT3,2.4694402114446636
3,Endothelial,1.0,NACAD,2.4120048210314224
3,Endothelial,1.0,LAP3,2.3943915315666406
3,Endothelial,1.0,IGSF23,2.3101458540924376
3,Endothelial,1.0,GCH1,2.2986728272880597
3,Endothelial,-1.0,SERF1A,-0.0035025535675797005
3,Endothelial,-1.0,SLC35A3,-0.0035025535675912516
3,Endothelial,-1.0,TBX2,-0.003502553567594082
3,Endothelial,-1.0,SYT5,-0.003502553567595237
3,Endothelial,-1.0,TM7SF3,-0.003502553567596258
3,Endothelial,-1.0,SLC10A6,-0.0035025535675970035
3,Endothelial,-1.0,ZSCAN26,-0.003502553567597777
3,Endothelial,-1.0,XAB2,-0.003502553567598847
3,Endothelial,-1.0,VASH2,-0.0035025535675991286
3,Endothelial,-1.0,STRN3,-0.003502553567602232
3,Endothelial,-1.0,TMBIM1,-0.0035025535676024996
3,Endothelial,-1.0,SMTN,-0.003502553567603301
3,Endothelial,-1.0,TMC3,-0.0035025535676033734
3,Endothelial,-1.0,UIMC1,-0.003502553567603782
3,Endothelial,-1.0,SLC30A6,-0.0035025535676039216
3,Endothelial,-1.0,SLC23A2,-0.0035025535676042633
3,Endothelial,-1.0,TDRKH,-0.0035025535676058146
3,Endothelial,-1.0,TCF4,-0.0035025535676062466
3,Endothelial,-1.0,SSBP2,-0.0035025535676062535
3,Endothelial,-1.0,SLA,-0.0035025535676065497
3,Endothelial,-1.0,SUPT7L,-0.0035025535676070753
3,Endothelial,-1.0,TMA16,-0.0035025535676071317
3,Endothelial,-1.0,ZNF665,-0.0035025535676072007
3,Endothelial,-1.0,ZNF844,-0.0035025535676073056
3,Endothelial,-1.0,ZNF28,-0.0035025535676081044
3,Endothelial,-1.0,ZNF431,-0.0035025535676081396
3,Endothelial,-1.0,TMEM63A,-0.0035025535676085663
3,Endothelial,-1.0,SULT1B1,-0.0035025535676088235
3,Endothelial,-1.0,TMX3,-0.003502553567609269
3,Endothelial,-1.0,ZNF516,-0.003502553567609346
3,Excitatory,1.0,CDHR3,12.959731923702934
3,Excitatory,1.0,DKK2,12.836931503899242
3,Excitatory,1.0,ANXA11,12.821222092513626
3,Excitatory,1.0,IPPK,12.792900384769275
3,Excitatory,1.0,GALNT5,12.538578361613657
3,Excitatory,1.0,FGF22,12.502409755308497
3,Excitatory,1.0,MAGEC3,12.339965069089379
3,Excitatory,1.0,LRP8,12.22431460978156
3,Excitatory,1.0,FAM98B,12.178359473069278
3,Excitatory,1.0,ADRB2,12.1238441181132
3,Excitatory,1.0,CCDC93,12.06303350596778
3,Excitatory,1.0,MAPT,11.967461476021565
3,Excitatory,1.0,MAN1C1,11.963945935234047
3,Excitatory,1.0,MGMT,11.944480969109026
3,Excitatory,1.0,CRY2,11.91801959235053
3,Excitatory,1.0,DCDC1,11.81973600966535
3,Excitatory,1.0,CEP152,11.632046938708486
3,Excitatory,1.0,EID2B,11.56954313309737
3,Excitatory,1.0,METTL21A,11.362179227340588
3,Excitatory,1.0,DGKG,11.323229157047898
3,Excitatory,1.0,EBNA1BP2,11.18657650701236
3,Excitatory,1.0,MANF,11.144587662974768
3,Excitatory,1.0,HERC3,11.124400868784182
3,Excitatory,1.0,FBXO16,11.044787088347524
3,Excitatory,1.0,ANKRD17,10.971297593000141
3,Excitatory,1.0,CPNE7,10.937314742467757
3,Excitatory,1.0,FREM3,10.921711742976406
3,Excitatory,1.0,DCT,10.841539658124233
3,Excitatory,1.0,ANKH,10.81830880341982
3,Excitatory,1.0,HIPK1,10.795251271769295
3,Excitatory,-1.0,NFKBIA,-0.006656625299517836
3,Excitatory,-1.0,ARHGEF16,-0.013494379885063188
3,Excitatory,-1.0,BTNL9,-0.0228027640740292
3,Excitatory,-1.0,DTD2,-0.02548278780279684
3,Excitatory,-1.0,PLCB4,-0.04176734790260503
3,Excitatory,-1.0,CFAP298,-0.050873333450248866
3,Excitatory,-1.0,SYBU,-0.05335985874261338
3,Excitatory,-1.0,ZNF572,-0.06663194406456982
3,Excitatory,-1.0,TCEANC2,-0.0788971313703346
3,Excitatory,-1.0,ALDH18A1,-0.08013051651576084
3,Excitatory,-1.0,DTX4,-0.08264979711833395
3,Excitatory,-1.0,CARMIL3,-0.09121493377348579
3,Excitatory,-1.0,PPARG,-0.09456670650653473
3,Excitatory,-1.0,SCGN,-0.09541078963867618
3,Excitatory,-1.0,MRPL33,-0.09541078963867851
3,Excitatory,-1.0,NPAS3,-0.09541078963868359
3,Excitatory,-1.0,NAB1,-0.09541078963868459
3,Excitatory,-1.0,PFDN1,-0.09541078963868478
3,Excitatory,-1.0,RETREG1,-0.09541078963868543
3,Excitatory,-1.0,NUP160,-0.09541078963868575
3,Excitatory,-1.0,PRKG1,-0.09541078963868665
3,Excitatory,-1.0,PRMT5,-0.09541078963868727
3,Excitatory,-1.0,RWDD3,-0.0954107896386885
3,Excitatory,-1.0,PLA2G4A,-0.0954107896386887
3,Excitatory,-1.0,NCOA1,-0.09541078963868874
3,Excitatory,-1.0,PRXL2A,-0.0954107896386894
3,Excitatory,-1.0,MRM1,-0.09541078963868987
3,Excitatory,-1.0,PLXNC1,-0.095410789638691
3,Excitatory,-1.0,ODAPH,-0.09541078963869241
3,Excitatory,-1.0,PTBP2,-0.0954107896386927
3,Inhibitory,1.0,CRB2,12.741211809010128
3,Inhibitory,1.0,CPLX3,12.298617110621187
3,Inhibitory,1.0,IPPK,12.201394336955978
3,Inhibitory,1.0,LRP8,12.000279439160462
3,Inhibitory,1.0,CHD1L,11.037125009197428
3,Inhibitory,1.0,CHI3L1,11.017824432113748
3,Inhibitory,1.0,METTL21A,10.719822812317924
3,Inhibitory,1.0,ANKRD17,10.53442597502475
3,Inhibitory,1.0,DZIP1,10.492565961562045
3,Inhibitory,1.0,CLIP2,10.290155727090085
3,Inhibitory,1.0,EPX,10.260542014975076
3,Inhibitory,1.0,EID2B,9.655341542159839
3,Inhibitory,1.0,CCDC138,9.597246668870799
3,Inhibitory,1.0,CEP152,9.556337736868423
3,Inhibitory,1.0,MYO3A,9.48088781612859
3,Inhibitory,1.0,ATF7IP2,9.474437072494476
3,Inhibitory,1.0,GPD1L,9.429240758624182
3,Inhibitory,1.0,COLEC12,9.32683256477631
3,Inhibitory,1.0,IDH3B,8.989518875519739
3,Inhibitory,1.0,HORMAD1,8.933792536300382
3,Inhibitory,1.0,ACBD3,8.920825166807592
3,Inhibitory,1.0,HIPK1,8.719755859707794
3,Inhibitory,1.0,FTSJ3,8.706647976219351
3,Inhibitory,1.0,LYPD8,8.706269091159731
3,Inhibitory,1.0,INTS10,8.685619058883344
3,Inhibitory,1.0,AKR1A1,8.666204824748133
3,Inhibitory,1.0,MGMT,8.65244134130007
3,Inhibitory,1.0,MIER2,8.40006816683662
3,Inhibitory,1.0,TTF1,8.365417980911566
3,Inhibitory,1.0,PIK3CA,8.348230378573037
3,Inhibitory,-1.0,SWAP70,-0.010935991359115847
